autor	comentario	likes	date	PUBLICACION_CLEAN
Jorge Saurios Alcalde	Increíble está mujer..... Peor que la izquierda más radical.....  Deje entrar a la prensa señora si se le puede llamar así.... Ojalá que ya la remplazen ya es hora de botarla.....	0	2022-05-31T20:12:25Z	Increíble está mujer..... Peor que la izquierda más radical..... Deje entrar a la prensa señora si se le puede llamar así.... Ojalá que ya la remplazen ya es hora de botarla.....
Ana Maldonado	¿Y que pasa con las elecciones? ¿Otra vez quieren escoger nuestro presidente estos buenos para nada? Ellos eligieron a Merino, no a Sagasti, Sagasti fue el resultado de marchas (DE VERDAD) denunciando a esto sinverguenzas.<br>Y el de batea, le pasa la bola al congreso?, ¿para eso no era esta comisión?<br>Osea el congreso nombra a una comision investigadora del fraude, el ñabate dice &quot;no hay nada&quot; le toca al congreso investigar,🤨 ah?<br>Entonces como es  ¿Aritmética o Jometría?	0	2022-05-31T20:11:37Z	¿Y que pasa con las elecciones? ¿Otra vez quieren escoger nuestro presidente estos buenos para nada? Ellos eligieron a Merino, no a Sagasti, Sagasti fue el resultado de marchas (DE VERDAD) denunciando a esto sinverguenzas. Y el de batea, le pasa la bola al congreso?, ¿para eso no era esta comisión? Osea el congreso nombra a una comision investigadora del fraude, el ñabate dice &quot;no hay nada&quot; le toca al congreso investigar,🤨 ah? Entonces como es ¿Aritmética o Jometría?
Sara Chavez	Porque debe ser reemplazado	0	2022-05-31T20:05:46Z	Porque debe ser reemplazado
Ana Maldonado	Comenzando con , por mi que vayan todos.<br>Ahora eso de acusar a Pedro Castillo es buena senñal , para el congreso? o no?<br>Si a muchos presidentes los han metido en la carcel sin mucha investigacion, se invstiga mientras estan en la carcel.<br>Parece una tactica amedrentadora porque al parecer no hay nada.   Si tuvieran algo de verdad, no lo que se cree o parece, son abogados y saben como funionan las leyet, pero si ya tuvieran algo se saltearon la parte de investigarlo ahora.  A menos lo que quieran hacer , es avergonzarlo más, cada marchita por ejemplo, saben que terminaria en nada, pero es una insultadera. Y todos se deshogan 😁	0	2022-05-31T20:03:15Z	Comenzando con , por mi que vayan todos. Ahora eso de acusar a Pedro Castillo es buena senñal , para el congreso? o no? Si a muchos presidentes los han metido en la carcel sin mucha investigacion, se invstiga mientras estan en la carcel. Parece una tactica amedrentadora porque al parecer no hay nada. Si tuvieran algo de verdad, no lo que se cree o parece, son abogados y saben como funionan las leyet, pero si ya tuvieran algo se saltearon la parte de investigarlo ahora. A menos lo que quieran hacer , es avergonzarlo más, cada marchita por ejemplo, saben que terminaria en nada, pero es una insultadera. Y todos se deshogan 😁
Leonardo Leo	Solucion cerrar el congreso y nuevas elecciones	0	2022-05-31T19:57:14Z	Solucion cerrar el congreso y nuevas elecciones
Leonardo Leo	Aliados de la oposicion no  fujirrata y aprista corrupta son	0	2022-05-31T19:53:17Z	Aliados de la oposicion no fujirrata y aprista corrupta son
Patricia Andia	Tendría,  podría, habría, debería,  .... que cansancio... pensamientos no razobles... describe la realidad amigo... describe  ..	0	2022-05-31T19:49:56Z	Tendría, podría, habría, debería, .... que cansancio... pensamientos no razobles... describe la realidad amigo... describe ..
ana zapata	Una más de la malcricarmen. No se cansa. Deben desaforarla. del congreso. Pinocha y cínica.	1	2022-05-31T19:43:25Z	Una más de la malcricarmen. No se cansa. Deben desaforarla. del congreso. Pinocha y cínica.
Carlos Ore	Tal parece que está dando frutos el complot contra el presidente castillo. Ya va casi un año y todos los días salen con lo mismo. Se va Castillo y se cierra el congreso	0	2022-05-31T19:39:53Z	Tal parece que está dando frutos el complot contra el presidente castillo. Ya va casi un año y todos los días salen con lo mismo. Se va Castillo y se cierra el congreso
John Wilder Forton Ciezza	Mentiroso	0	2022-05-31T19:34:09Z	Mentiroso
homecinda perez	Que vergueza CON EL FRAUDE con ESE montoya de la comicion  dice que congreso envestige y saque pruebad NO ERA ESA COMICION ENCONTRAR PRUEBAD QUE GASTO 200 MIL PARA ESO.SAQUEADOR  DEL PERU	0	2022-05-31T19:30:55Z	Que vergueza CON EL FRAUDE con ESE montoya de la comicion dice que congreso envestige y saque pruebad NO ERA ESA COMICION ENCONTRAR PRUEBAD QUE GASTO 200 MIL PARA ESO.SAQUEADOR DEL PERU
GAMER	QUE SE LARGUEN Y VAYAN A PRISIÓN TODOS LOS RATEROS Y  NUEVAS ELECCIONES.	0	2022-05-31T19:25:21Z	QUE SE LARGUEN Y VAYAN A PRISIÓN TODOS LOS RATEROS Y NUEVAS ELECCIONES.
EDUARDO GUELFREDO CHACON FERNANDEZ	Le coresponde a keiko	0	2022-05-31T19:18:35Z	Le coresponde a keiko
EDUARDO GUELFREDO CHACON FERNANDEZ	Fue fraude	0	2022-05-31T19:18:12Z	Fue fraude
Erica Rodriguez	prensa mermelera	0	2022-05-31T19:11:15Z	prensa mermelera
Grace Zevallosl	QUE SE. VAYAN TODOS ,NUEVAS ELECCIONES.	0	2022-05-31T19:05:21Z	QUE SE. VAYAN TODOS ,NUEVAS ELECCIONES.
José Llerena	Sigrid bazan es una buena opción para ser presidenta del congreso.	2	2022-05-31T19:02:01Z	Sigrid bazan es una buena opción para ser presidenta del congreso.
Alberto	solamente voy a decir, ESPERO QUE LA GENTE YA AYA PENSANDO A QUIEN ELEGIR? <br>Después no quiero saber ni ver las caras y mucho menos escucharles que andan quejándose del gobierno.<br>Bancar a un presiente es sencillo, pero lo difícil va hacer elegir su reemplazo.<br><br>PD: tio no te metas filtro ps!! tmr	0	2022-05-31T19:01:25Z	solamente voy a decir, ESPERO QUE LA GENTE YA AYA PENSANDO A QUIEN ELEGIR? Después no quiero saber ni ver las caras y mucho menos escucharles que andan quejándose del gobierno. Bancar a un presiente es sencillo, pero lo difícil va hacer elegir su reemplazo. PD: tio no te metas filtro ps!! tmr
Victor Vargas	Así como van las cosas todos los cargos públicos incluído la de la presidencia y congresistas debe ser ad honorem	0	2022-05-31T18:58:43Z	Así como van las cosas todos los cargos públicos incluído la de la presidencia y congresistas debe ser ad honorem
Maria R. Martinez fay	Si logran sacar al presidente , hay agárrense congreso ….  No están actuando honestamente y eso no nunca gana ,	0	2022-05-31T18:54:47Z	Si logran sacar al presidente , hay agárrense congreso …. No están actuando honestamente y eso no nunca gana ,
God Makoto	Como que van a vacar a Castillo? Solo porque sus puestos de confianza y familiares estén con condena y lo acusen de ser cabecilla significa que halla hecho algo son solo &quot;supuestos&quot; no como la señora K que no tiene &quot;supuestos&quot; aúnque no la hallan condenado	1	2022-05-31T18:52:31Z	Como que van a vacar a Castillo? Solo porque sus puestos de confianza y familiares estén con condena y lo acusen de ser cabecilla significa que halla hecho algo son solo &quot;supuestos&quot; no como la señora K que no tiene &quot;supuestos&quot; aúnque no la hallan condenado
Doris Guerra garcia	Todo la DBA y sus aliados son una dictadura congresal... Dan asco. 🤮	0	2022-05-31T18:33:50Z	Todo la DBA y sus aliados son una dictadura congresal... Dan asco. 🤮
Ysabel Vitteri	Dejen de hablar sandesez el Presidente tiene que ser Castillo esa mujer está desquiciada por el poder es mentirosa y falsa que lástima da mucha tristeza emite	0	2022-05-31T18:31:40Z	Dejen de hablar sandesez el Presidente tiene que ser Castillo esa mujer está desquiciada por el poder es mentirosa y falsa que lástima da mucha tristeza emite
Tarcila Candida Anaya Quispe	Asumirias tu	0	2022-05-31T18:31:03Z	Asumirias tu
omar quispe	Todos quieren ser presidente lo que no saben que acabarán como Merino jajajja	0	2022-05-31T18:16:48Z	Todos quieren ser presidente lo que no saben que acabarán como Merino jajajja
Luis Castillo	Eso busca la mafia de KEIKO..poner un presidente corrupto para seguir rrobando alos peruanos..el Perú no lo permitirá conocemos a todos los políticos de la mafia y no pasarán .antes se cierra el congreso y se redactará una nueva constitucion..sr.presidente..FUNCIONE YA..TIENE EL RESPALDO DE MILLONES DE PERUANOS Y A LAS FUERZAS ARMADAS	1	2022-05-31T18:13:40Z	Eso busca la mafia de un presidente corrupto para seguir rrobando alos Perú no lo permitirá conocemos a todos los políticos de la mafia y no pasarán .antes se cierra el congreso y se redactará una nueva YA..TIENE EL RESPALDO DE MILLONES DE PERUANOS Y A LAS FUERZAS ARMADAS
MALAK free	Los Hilos los mueven desde el extranjero. EE.UU - España - Francia A por poblar de pura Derecha a toda Latno América y obvio....para mantener el Poder y Control...para seguir como siempre USURPANDO.<br>Lo que estaría a punto de pasar en el Perú, es el mismo caso que le paso a Bolvivia cuando enviarion a Jeanine Yañez a meterse con todo al Poder, para luego dejar que CANADA Se haga del suculento LITIO. como segundo plato de Yañez fue pdir prestamo Millonaro al F.M.I lo cual enfurecó a todos los Bolivianos por que sabían que esa Deuda terminaría haciendo colapsar al País Boliviano.  Esto lo quisieron hacer en Venezuela enviando a Guaido, pero les salió el tro por la culata y tían como objetivo el Petreoleo Venezolano.<br>Ahora en el Perú envían a una &quot;ALVA&quot; a hacer la replica que hhizo Yañez en Bolivia. Usurpar el Cargo y anclarse como GARRAPATAS al Poder para l beneficio Propio y d sus Titiritros de EE.UU Y ESPAÑA.  por algo cuando tinen problemas viajan a esos Países para que los sigan financiando en su retorcida campaña y Afán de Copar cargos en distintos poderes del estado. UNA VEZ SE HAGAN DEL CARGO...ADIOS ELECCIONES.	0	2022-05-31T18:13:33Z	Los Hilos los mueven desde el extranjero. EE.UU - España - Francia A por poblar de pura Derecha a toda Latno América y mantener el Poder y seguir como siempre USURPANDO. Lo que estaría a punto de pasar en el Perú, es el mismo caso que le paso a Bolvivia cuando enviarion a Jeanine Yañez a meterse con todo al Poder, para luego dejar que CANADA Se haga del suculento LITIO. como segundo plato de Yañez fue pdir prestamo Millonaro al F.M.I lo cual enfurecó a todos los Bolivianos por que sabían que esa Deuda terminaría haciendo colapsar al País Boliviano. Esto lo quisieron hacer en Venezuela enviando a Guaido, pero les salió el tro por la culata y tían como objetivo el Petreoleo Venezolano. Ahora en el Perú envían a una &quot;ALVA&quot; a hacer la replica que hhizo Yañez en Bolivia. Usurpar el Cargo y anclarse como GARRAPATAS al Poder para l beneficio Propio y d sus Titiritros de EE.UU Y ESPAÑA. por algo cuando tinen problemas viajan a esos Países para que los sigan financiando en su retorcida campaña y Afán de Copar cargos en distintos poderes del estado. UNA VEZ SE HAGAN DEL CARGO...ADIOS ELECCIONES.
Juan geraldo Pérez rojas	Nadie va a reemp, ar a Castillo por que el pueblo le da si apoyo solo en Lima unos cuantos pitucos quiere vacancia xd	0	2022-05-31T18:09:25Z	Nadie va a reemp, ar a Castillo por que el pueblo le da si apoyo solo en Lima unos cuantos pitucos quiere vacancia xd
Andy Ortiz	No pasa nada!!! Son Presunciones.	0	2022-05-31T18:03:33Z	No pasa nada!!! Son Presunciones.
Ana isabel Barrientos Quispe	Sí se va Castillo, se tienen que ir &quot;todos&quot; No queremos tampoco un Congreso obstruccionista! Saldremos a las calles si ellos quieren quedarse!!	5	2022-05-31T18:02:32Z	Sí se va Castillo, se tienen que ir &quot;todos&quot; No queremos tampoco un Congreso obstruccionista! Saldremos a las calles si ellos quieren quedarse!!
Contiello LE	El único que perdería es José Domingo Pérez	0	2022-05-31T18:01:47Z	El único que perdería es José Domingo Pérez
Jorge AE	Cierre de congreso y nueva constitución	0	2022-05-31T17:54:39Z	Cierre de congreso y nueva constitución
Manuel Chirinos	Se va el inútil de castillo <br>El congreso también se larga así lo dice el pueblo y punto ☝	0	2022-05-31T17:48:44Z	Se va el inútil de castillo El congreso también se larga así lo dice el pueblo y punto ☝
David Mauro Astuvilca Alderete	Los policastros sinvergüenzas LOBBISTAS del congreso son la DESGRACIA DE NUESTRA PATRIA	0	2022-05-31T17:47:56Z	Los policastros sinvergüenzas LOBBISTAS del congreso son la DESGRACIA DE NUESTRA PATRIA
Jermain Regalado	Quien le cree a la derecha ? Nadie…  ellos son los que roban y dejan robar a los extranjeros	0	2022-05-31T17:47:10Z	Quien le cree a la derecha ? Nadie… ellos son los que roban y dejan robar a los extranjeros
Imprenta Grafiexpress	Los payasos de esa Comisión en el Congreso han robado al estado con los cientos de miles de soles que se han gastado.	0	2022-05-31T17:38:57Z	Los payasos de esa Comisión en el Congreso han robado al estado con los cientos de miles de soles que se han gastado.
Miguel Remigio	Curwen tus seguidores son rojos!!! Castillo se va a ir preso tarde o temprano, es un delincuente abran los ojos!!	0	2022-05-31T17:33:52Z	Curwen tus seguidores son rojos!!! Castillo se va a ir preso tarde o temprano, es un delincuente abran los ojos!!
Jorge Davila gabriel	El renplaso seria antauro	0	2022-05-31T17:32:37Z	El renplaso seria antauro
amador	El general CHIABRA, o el almirante CUETO. Cualquiera de ellos, son los mas indicados para ser el presidente interino.	0	2022-05-31T17:31:21Z	El general CHIABRA, o el almirante CUETO. Cualquiera de ellos, son los mas indicados para ser el presidente interino.
Haydee Zeta	Desde que le hicieron creer que podría ser presidenta esta mujer no hecha nada relevante por el país su gestión es desastrosa, ninguno de los voceados esta para ser presidentes del congreso imagínense chirinos, nano Guerra, yarrow, chiabra, montoya, moyano, esta clase de congresistas están demás. Ninguno representa el cambio.	0	2022-05-31T17:29:23Z	Desde que le hicieron creer que podría ser presidenta esta mujer no hecha nada relevante por el país su gestión es desastrosa, ninguno de los voceados esta para ser presidentes del congreso imagínense chirinos, nano Guerra, yarrow, chiabra, montoya, moyano, esta clase de congresistas están demás. Ninguno representa el cambio.
carolina malache tejada	Me pregunto cuál es la visión del peruano promedio de lo q.pasaria si Castillo y Boluarte se fueran...	1	2022-05-31T17:26:49Z	Me pregunto cuál es la visión del peruano promedio de lo q.pasaria si Castillo y Boluarte se fueran...
RICARDO Braar	No te has enterado , todo fue una mentira.	0	2022-05-31T17:23:29Z	No te has enterado , todo fue una mentira.
Marcelino Paucar Paita	A MARI CARMEN DEBE SER DEPORTADA MANDARLE A SU PAIS DE ORIGEN....NO REPRESENTA A PERU.	0	2022-05-31T17:21:17Z	A MARI CARMEN DEBE SER DEPORTADA MANDARLE A SU PAIS DE ORIGEN....NO REPRESENTA A PERU.
Luis Fernando Silva Pasache	La izquierda bruta y achorada resultó peor que sus opositores. <br>No tiene ni la más mínima pizca de vergüenza en la cara para aceptar sus errores y dar un paso al costado. <br>El país recordara como se aferraron a sus cargos embriagados de poder y robos descarados sin pensar ni un segundo en ese pueblo que supuestamente dicen defender.	0	2022-05-31T17:19:05Z	La izquierda bruta y achorada resultó peor que sus opositores. No tiene ni la más mínima pizca de vergüenza en la cara para aceptar sus errores y dar un paso al costado. El país recordara como se aferraron a sus cargos embriagados de poder y robos descarados sin pensar ni un segundo en ese pueblo que supuestamente dicen defender.
RJRA World	CIERRE DEL CONGRESO YA .......¡¡¡¡¡¡¡¡	0	2022-05-31T17:18:53Z	CIERRE DEL CONGRESO YA .......¡¡¡¡¡¡¡¡
Alex R. Chulle A.	Fujimorismo en la presidencia del congreso = Korrupción Total y Desinformación al pueblo	0	2022-05-31T17:11:30Z	Fujimorismo en la presidencia del congreso = Korrupción Total y Desinformación al pueblo
Nelson Lucas ambrocio	Como quisiera que castillo cerrara el congreso	0	2022-05-31T17:10:09Z	Como quisiera que castillo cerrara el congreso
luis martinez valenzuela	Que Digo..que DEMOCRACIA es DEMOCRACIA..para eso elegimos un<br>Presidente..sino mira los primeros 5 años de Alan Garcia..más malo y nadie <br>Lo Vaco y ahora  quieren vacar a este gobierno que ni le llega a los zapatos al de Alan de Malo..en fin estamos hasta las caiguas con estos políticos,que lo único que quieren es la anarquía y así poder sacar provecho de ello,como dicen<br>Río revuelto..ganancia de pescadores..<br>Malditos Congresistas.	0	2022-05-31T17:10:00Z	Que DEMOCRACIA es eso elegimos un mira los primeros 5 años de Alan Garcia..más malo y nadie Lo Vaco y ahora quieren vacar a este gobierno que ni le llega a los zapatos al de Alan de fin estamos hasta las caiguas con estos políticos,que lo único que quieren es la anarquía y así poder sacar provecho de ello,como dicen Río revuelto..ganancia de pescadores.. Malditos Congresistas.
